"GEO_ID","NAME","B25046_001E","B25046_001M","B25046_002E","B25046_002M","B25046_003E","B25046_003M",
"Geography","Geographic Area Name","Estimate!!Aggregate number of vehicles available:","Margin of Error!!Aggregate number of vehicles available:","Estimate!!Aggregate number of vehicles available:!!Owner occupied","Margin of Error!!Aggregate number of vehicles available:!!Owner occupied","Estimate!!Aggregate number of vehicles available:!!Renter occupied","Margin of Error!!Aggregate number of vehicles available:!!Renter occupied",
"1500000US150010201001","Block Group 1, Census Tract 201, Hawaii County, Hawaii","818","193","584","160","234","92",
"1500000US150010201002","Block Group 2, Census Tract 201, Hawaii County, Hawaii","488","131","426","129","62","33",
"1500000US150010201003","Block Group 3, Census Tract 201, Hawaii County, Hawaii","1221","392","1004","383","217","128",
"1500000US150010201004","Block Group 4, Census Tract 201, Hawaii County, Hawaii","668","151","517","143","151","81",
"1500000US150010202021","Block Group 1, Census Tract 202.02, Hawaii County, Hawaii","571","212","470","205","101","61",
"1500000US150010202022","Block Group 2, Census Tract 202.02, Hawaii County, Hawaii","654","104","522","108","132","56",
"1500000US150010203001","Block Group 1, Census Tract 203, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010203002","Block Group 2, Census Tract 203, Hawaii County, Hawaii","622","173","220","111","402","139",
"1500000US150010203003","Block Group 3, Census Tract 203, Hawaii County, Hawaii","816","184","338","133","478","150",
"1500000US150010204001","Block Group 1, Census Tract 204, Hawaii County, Hawaii","728","230","391","137","337","195",
"1500000US150010204002","Block Group 2, Census Tract 204, Hawaii County, Hawaii","416","244","239","142","177","195",
"1500000US150010204003","Block Group 3, Census Tract 204, Hawaii County, Hawaii","899","287","334","177","565","265",
"1500000US150010205001","Block Group 1, Census Tract 205, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010205002","Block Group 2, Census Tract 205, Hawaii County, Hawaii","856","440","449","347","407","312",
"1500000US150010205003","Block Group 3, Census Tract 205, Hawaii County, Hawaii","402","159","114","110","288","128",
"1500000US150010205004","Block Group 4, Census Tract 205, Hawaii County, Hawaii","965","352","533","238","432","269",
"1500000US150010206001","Block Group 1, Census Tract 206, Hawaii County, Hawaii","575","145","358","136","217","87",
"1500000US150010206002","Block Group 2, Census Tract 206, Hawaii County, Hawaii","649","126","576","129","73","41",
"1500000US150010206003","Block Group 3, Census Tract 206, Hawaii County, Hawaii","1078","169","1003","157","75","44",
"1500000US150010206004","Block Group 4, Census Tract 206, Hawaii County, Hawaii","1576","277","1426","273","150","72",
"1500000US150010207011","Block Group 1, Census Tract 207.01, Hawaii County, Hawaii","1719","435","1248","407","471","240",
"1500000US150010207012","Block Group 2, Census Tract 207.01, Hawaii County, Hawaii","1124","352","764","350","360","191",
"1500000US150010207013","Block Group 3, Census Tract 207.01, Hawaii County, Hawaii","885","267","706","261","179","115",
"1500000US150010207021","Block Group 1, Census Tract 207.02, Hawaii County, Hawaii","1200","417","821","217","379","414",
"1500000US150010207022","Block Group 2, Census Tract 207.02, Hawaii County, Hawaii","1408","321","1203","283","205","133",
"1500000US150010207023","Block Group 3, Census Tract 207.02, Hawaii County, Hawaii","1140","272","1052","271","88","84",
"1500000US150010208011","Block Group 1, Census Tract 208.01, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010208012","Block Group 2, Census Tract 208.01, Hawaii County, Hawaii","1709","371","1593","382","116","75",
"1500000US150010208013","Block Group 3, Census Tract 208.01, Hawaii County, Hawaii","514","158","390","146","124","109",
"1500000US150010208021","Block Group 1, Census Tract 208.02, Hawaii County, Hawaii","1031","314","655","258","376","242",
"1500000US150010208022","Block Group 2, Census Tract 208.02, Hawaii County, Hawaii","315","143","238","132","77","83",
"1500000US150010208023","Block Group 3, Census Tract 208.02, Hawaii County, Hawaii","2135","462","1678","471","457","228",
"1500000US150010208024","Block Group 4, Census Tract 208.02, Hawaii County, Hawaii","665","299","322","226","343","203",
"1500000US150010208025","Block Group 5, Census Tract 208.02, Hawaii County, Hawaii","1185","419","1185","419","-","**",
"1500000US150010209001","Block Group 1, Census Tract 209, Hawaii County, Hawaii","574","184","459","179","115","89",
"1500000US150010209002","Block Group 2, Census Tract 209, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010209003","Block Group 3, Census Tract 209, Hawaii County, Hawaii","715","224","561","243","154","108",
"1500000US150010209004","Block Group 4, Census Tract 209, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010209005","Block Group 5, Census Tract 209, Hawaii County, Hawaii","782","243","719","246","63","66",
"1500000US150010210031","Block Group 1, Census Tract 210.03, Hawaii County, Hawaii","1344","305","1221","306","123","94",
"1500000US150010210032","Block Group 2, Census Tract 210.03, Hawaii County, Hawaii","729","208","558","185","171","113",
"1500000US150010210033","Block Group 3, Census Tract 210.03, Hawaii County, Hawaii","1890","438","1448","378","442","220",
"1500000US150010210034","Block Group 4, Census Tract 210.03, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010210035","Block Group 5, Census Tract 210.03, Hawaii County, Hawaii","1105","315","923","306","182","126",
"1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii","764","307","429","224","335","212",
"1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii","1253","387","1201","385","52","54",
"1500000US150010210113","Block Group 3, Census Tract 210.11, Hawaii County, Hawaii","923","405","782","399","141","122",
